code,description
01.02.10.43.01.10,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""КЛИНИТЕК АТЛАС"" (CLINITEK ATLAS)"
01.02.10.43.01.11,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""D-10"""
01.02.10.43.01.12,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""DIMENSION XPAND"" / ""DIMENSION RXL MAX"""
01.02.10.43.01.13,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""EVOLIS"""
01.02.10.43.01.14,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""FOCAL POINT"" ДЛЯ ПОДГОТОВКИ ПРЕПАРАТОВ ЖИДКОСТНОЙ ЦИТОЛОГИИ НА СТАНЦИЯХ ""PREPMATE PREPSTAIN"""
01.02.10.43.01.15,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""HELENA V8"""
01.02.10.43.01.16,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""HEMATEK"""
01.02.10.43.01.17,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""HEMOCUE"""
01.02.10.48.18.15,"ЧЕХЛЫ ДЛЯ МОНОПОЛЯРНЫХ ИНСТРУМЕНТОВ-РУЧЕК ДЛЯ АППАРАТОВ ЭЛЕКТРОХИРУРГИЧЕСКИХ ВЫСОКОЧАСТОТНЫХ ""ARC"""
01.02.10.09.02.14,ПЛЕТЕНАЯ НЕРАССАСЫВАЮЩАЯСЯ ШЕЛКОВАЯ НИТЬ (ЭКВИВАЛЕНТЫ: ШЕЛК)
01.02.10.09.02.15,КРУЧЕНАЯ НЕРАССАСЫВАЮЩАЯСЯ ПОЛИАМИДНАЯ НИТЬ (ЭКВИВАЛЕНТЫ: КАПРОН)
01.02.10.09.02.16,КРУЧЕНАЯ НЕРАССАСЫВАЮШАЯСЯ АНТИБАКТЕРИАЛЬНАЯ НИТЬ С ПРОЛОНГИРОВАННЫМ ДЕЙСТВИЕМ АНТИБИОТИКА
01.02.10.09.02.17,КРУЧЕНАЯ НЕРАССАСЫВАЮЩАЯСЯ АНТИБАКТЕРИАЛЬНАЯ НИТЬ (ЭКВИВАЛЕНТЫ: НИКАНТ)
01.02.10.09.02.18,КРУЧЕНАЯ НЕРАССАСЫВАЮЩАЯСЯ ПОЛИЭФИРНАЯ НИТЬ С ПОКРЫТИЕМ (ЭКВИВАЛЕНТЫ: ФТОРЭСТ)
01.02.10.09.02.19,КРУЧЕНАЯ НЕРАССАСЫВАЮЩАСЯ ПОЛИЭФИРНАЯ НИТЬ БЕЗ ПОКРЫТИЯ (ЭКВИВАЛЕНТЫ: ЛАВСАН)
01.02.10.09.02.20,ЭЛЕКТРОДЫ ДЛЯ ВРЕМЕННОЙ КАРДИОСТИМУЛЯЦИИ
01.02.10.43,РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ЛАБОРАТОРНОЙ ДИАГНОСТИКИ
01.02.10.43.01,РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ
01.02.10.43.01.01,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""ABBOTT M2000RT"" СО СТАНЦИЕЙ АВТОМАТИЧЕСКОЙ ПРОБОПОДГОТОВКИ ""M2000SP"""
01.02.10.48.18.16,"ЩЕТКИ ДЛЯ ЧИСТКИ ЛАПАРОСКОПИЧЕСКИХ ИНСТРУМЕНТОВ АППАРАТОВ ЭЛЕКТРОХИРУРГИЧЕСКИХ ВЫСОКОЧАСТОТНЫХ ""ARC"""
01.02.10.48.18,"ПРИНАДЛЕЖНОСТИ ДЛЯ АППАРАТОВ ЭЛЕКТРОХИРУРГИЧЕСКИХ ВЫСОКОЧАСТОТНЫХ СЕРИИ ""ARC"""
01.02.10.09.01.02,КЕТГУТОВАЯ РАССАСЫВАЮЩАЯСЯ НИТЬ
01.02.10.09.01.03,ПЛЕТЕНАЯ РАССАСЫВАЮЩАЯСЯ НИТЬ
01.02.10.43.01.02,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""ABI PRISM 3500 XL"" ДЛЯ ОПРЕДЕЛЕНИЯ РЕЗИСТЕНТНОСТИ"
01.02.10.43.01.03,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""ADVIA 1800""/ ""ADVIA 2400"""
01.02.10.43.01.23,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""PENTRA XL 80"""
01.02.10.43.01.24,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""RADIOMETR"""
01.02.10.43.01.25,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""RAPIDLAB 1265"""
01.02.10.43.01.26,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""RAPIDLAB 348"""
01.02.10.43.01.35,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ ГЕМАТОЛОГИЧЕСКИХ ""CELL-DYN 3700"""
01.02.10.43.01.36,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ ГЕМАТОЛОГИЧЕСКИХ ""CELL-DYN EMERALD"""
01.02.10.43.01.22,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""PENTRA 400"""
01.02.10.43.01.37,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ ГЕМАТОЛОГИЧЕСКИХ ""CELL-DYN RUBY"""
01.02.10.43.01.38,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ ИММУНОХЕМИЛЮМИНИСЦЕНТНЫХ ""ACCESS 2"", ""DXI600"", ""DXI800"""
01.02.10.43.01.39,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ИММУНОХИМИЧЕСКИХ ""ABBOTT ARCHITECT"""
01.02.10.43.01.40,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ МИКРОБИОЛОГИЧЕСКИЙ ""PHOENIX"" ДЛЯ ИДЕНТИФИКАЦИИ МИКРООРГАНИЗМОВ И ОПРЕДЕЛЕНИЯ ИХ ЧУВСТВИТЕЛЬНОСТИ К АНТИБИОТИКАМ"
01.02.10.43.01.41,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ БАКТЕРИОЛОГИЧЕСКИХ ""BACTEC"""
01.02.10.43.01.42,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""АДАЖИО"""
01.02.10.43.01.43,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ БИОХИМИЧЕСКИХ АВТОМАТИЗИРОВАННЫХ СЕРИИ ""AU"" (400, 480, 640, 680, 2700, 5400)"
01.02.10.43.01.27,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""SYSMEX UF1000"""
01.02.10.43.01.44,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМАТОЛОГИЧЕСКИХ ""DXH 800"""
01.02.10.43.01.18,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""IMMULITE 2000 XPI"""
01.02.10.43.01.19,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""INTEGRA400"""
01.02.10.43.01.20,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""MICROS ES 60"""
01.02.10.43.01.21,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""MICROSCAN WALKAWAY"""
01.02.10.43.01.49,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМАТОЛОГИЧЕСКИХ ""МЕК-5208К""/""5216К"", ""МЕК-6318К"", ""МЕК-6400К""/""6410К"", ""МЕК-6500К""/""6510К"", ""МЕК-7222К""/""7300К"", ""МЕК-8222К"""
01.02.10.43.01.50,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМОСТАЗА АВТОМАТИЧЕСКИХ ""STA EVOLUTION"", ""STA COMPACT"", ""STA COMPACT MAX"", ""STA SATELLITE"""
01.02.10.43.01.51,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМОСТАЗА ПОЛУАВТОМАТИЧЕСКИХ ""START"""
01.02.10.43.01.52,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМОСТАЗА СЕРИИ ""BCS"""
01.02.10.43.01.53,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМОСТАЗА СЕРИИ ""CA"" И ""СS"""
01.02.10.43.01.28,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""VARIANT II TURBO"""
01.02.10.43.01.54,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ИММУНОГЕМАТОЛОГИЧЕСКИХ ""DG SPIN"", ""DG THERM"", ""WADIANA"", ""ERYTRA"", ""DIANA PROCESSOR"""
01.02.10.43.01.55,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ИММУНОХЕМИЛЮМИНИСЦЕНТНЫХ ""COBAS E 601""/""602"""
01.02.10.43.01.56,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ИММУНОХЕМИЛЮМИНИСЦЕНТНЫХ АВТОМАТИЧЕСКИХ ""COBAS E411"""
01.02.10.43.01.57,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ МИКРОБИОЛОГИЧЕСКИХ ""BIOMIC V3""/ ""BBL CRYSTAL AUTOREADER"""
01.02.10.43.01.58,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ МОДУЛЬНЫХ ""ROCHE COBAS 6000"" (МОДУЛЬ ""C501"" - АНАЛИЗАТОР БИОХИМИЧЕСКИЙ АВТОМАТИЧЕСКИЙ)"
01.02.10.43.01.59,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ МОДУЛЬНЫХ ""ROCHE COBAS 8000"" (МОДУЛЬ ""C502"" - АНАЛИЗАТОР БИОХИМИЧЕСКИЙ АВТОМАТИЧЕСКИЙ)"
01.02.10.43.01.60,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ МОДУЛЬНЫХ ""ROCHE COBAS 8000"" (МОДУЛЬ ""C702"" - АНАЛИЗАТОР БИОХИМИЧЕСКИЙ АВТОМАТИЧЕСКИЙ)"
01.02.10.43.01.61,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ИММУНОГЕМАТОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ И АНАЛИЗАТОРОВ ""ID-ЦЕНТРИФУГА"", ""ID-ИНКУБАТОР"", ""IH-1000"", ""HEMOS"", ""SWING"", ""SAXO"""
01.02.10.43.01.62,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ МОЧЕВЫХ СТАНЦИЙ ""AUTION MAX - IQ200"", МОЧЕВЫХ АНАЛИЗАТОРОВ: ""POCKETCHEM"", ""AUTION MAX"", ""AUTION ELEVEN"", ""AUTION HYBRID"""
01.02.10.43.01.63,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ПРОТОЧНЫХ ЦИТОФЛУОРИМЕТРОВ ""FACSCANTO II"", ""FACSCALIBUR"""
01.02.10.43.01.29,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ ""COBAS AMPLIPREP""/ ""COBAS TAQMAN"" ДЛЯ МЕТОДА ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР ДИАГНОСТИКИ)"
01.02.10.43.01.64,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ ЦИТОФЛУОРИМЕТРОВ ПРОТОЧНЫХ ""FC 500"""
01.02.10.43.01.65,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ ДЛЯ АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.65.01,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ АЛЛЕРГОДИАГНОСТИКИ АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.65.02,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ АНЕМИИ АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.65.03,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ АУТОИММУННЫХ И СИСТЕМНЫХ ЗАБОЛЕВАНИЙ АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.65.04,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ БЕРЕМЕННОСТИ И ЕЁ МОНИТОРИНГА АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.65.05,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ ВАКЦИНОУПРАВЛЯЕМЫХ ИНФЕКЦИЙ АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.45,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМАТОЛОГИЧЕСКИХ ""KX-21N"""
01.02.10.43.01.46,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМАТОЛОГИЧЕСКИХ ""SYSMEX XE2100"""
01.02.10.43.01.47,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМАТОЛОГИЧЕСКИХ ""SYSMEX XN-1000"", 2000, 3000, 9000"
01.02.10.43.01.30,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ ""COBAS S 201"" ДЛЯ МЕТОДА ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР СКРИНИНГА)"
01.02.10.43.01.31,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ ""PANTHER"" ДЛЯ МОЛЕКУЛЯРНО-ДИАГНОСТИЧЕСКИХ ИССЛЕДОВАНИЙ"
01.02.10.43.01.32,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ ""PROCLEIX TIGRIS"" ДЛЯ МОЛЕКУЛЯРНО-ДИАГНОСТИЧЕСКИХ ИССЛЕДОВАНИЙ"
01.02.10.43.01.33,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ БИОХИМИЧЕСКИХ ""ABBOTT ARCHITECT"""
01.02.10.43.01.34,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ АВТОМАТИЧЕСКИХ БИОХИМИЧЕСКИХ ""ROCHE COBAS C 311"""
01.02.10.43.01.48,"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ГЕМАТОЛОГИЧЕСКИХ ""XT-1800I"", 2000I, 4000I"
01.02.10.43.01.65.08,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ ГОРМОНОВ АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.65.09,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ ГУМОРАЛЬНОГО ИММУННОГО СТАТУСА АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.65.10,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ ДИАГНОСТИКИ ТРОМБОЗОВ АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.65.11,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ ДИАГНОСТИКИ САХАРНОГО ДИАБЕТА АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.65.12,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ ЖЕЛУДОЧНО-КИШЕЧНЫХ ЗАБОЛЕВАНИЙ АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.65.21,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ ПАРАЗИТАРНЫХ ИНВАЗИЙ АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.65.22,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ ПРИРОДНО-ОЧАГОВЫХ И ЗООНОЗНЫХ ИНФЕКЦИЙ АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.65.23,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ ТУБЕРКУЛЕЗА АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.65.24,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ ЦИТОКИНОВ АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.65.25,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ TORCH И ГЕРПЕСВИРУСНЫХ ИНФЕКЦИЙ АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.66,"РЕАГЕНТЫ И КОНТРОЛЬНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ""RAPIDPOINT 500"""
01.02.10.43.02,ПОЛИМЕРАЗНАЯ ЦЕПНАЯ РЕАКЦИЯ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ
01.02.10.43.02.01,ПОЛИМЕРАЗНАЯ ЦЕПНАЯ РЕАКЦИЯ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ ДЛЯ ПЛАНШЕТНОГО ТИПА
01.02.10.43.02.01.01,ВАЛИДАЦИЯ ЗАБОРА БИОМАТЕРИАЛА МЕТОДОМ ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ ДЛЯ ПЛАНШЕТНОГО ТИПА
01.02.10.43.02.01.02,ВИРУСНЫЕ ГЕПАТИТЫ МЕТОДОМ ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ ДЛЯ ПЛАНШЕТНОГО ТИПА
01.02.10.43.01.65.13,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ ИНФЕКЦИЙ ПЕРЕДАВАЕМЫХ ПОЛОВЫМ ПУТЁМ (ИППП) АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.02.01.03,ВИЧ - ИНФЕКЦИЯ МЕТОДОМ ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ ДЛЯ ПЛАНШЕТНОГО ТИПА
01.02.10.43.02.01.04,ДИСБИОЗЫ УРОГЕНИТАЛЬНОГО ТРАКТА МЕТОДОМ ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ ДЛЯ ПЛАНШЕТНОГО ТИПА
01.02.10.43.01.65.06,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ ВИРУСНЫХ ГЕПАТИТОВ АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.01.65.07,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ ИНФЕКЦИЙ ВИРУСА ИММУНОДЕФИЦИТА ЧЕЛОВЕКА (ВИЧ) АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.02.02.01,ВИРУСНЫЕ ГЕПАТИТЫ МЕТОДОМ ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ ДЛЯ РОТОРНОГО ТИПА
01.02.10.43.02.02.02,ДИСБИОЗЫ УРОГЕНИТАЛЬНОГО ТРАКТА МЕТОДОМ ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ ДЛЯ РОТОРНОГО ТИПА
01.02.10.43.02.02.03,ЖЕЛУДОЧНО-КИШЕЧНЫЕ ИНФЕКЦИИ МЕТОДОМ ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ ДЛЯ РОТОРНОГО ТИПА
01.02.10.43.02.02.04,ИНФЕКЦИИ УРОГЕНИТАЛЬНОГО ТРАКТА МЕТОДОМ ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ ДЛЯ РОТОРНОГО ТИПА
01.02.10.43.02.02.05,КАНДИДОЗЫ МЕТОДОМ ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ ДЛЯ РОТОРНОГО ТИПА
01.02.10.43.02.02.06,НАБОРЫ РЕАГЕНТОВ ДЛЯ МУЛЬТИПЛЕКСНОГО АНАЛИЗА МЕТОДОМ ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ ДЛЯ РОТОРНОГО ТИПА
01.02.10.43.01.65.14,"НАБОРЫ ИММУНОФЕРМЕНТНЫХ РЕАГЕНТОВ ИНФЕКЦИЙ РЕСПИРАТОРНОГО ТРАКТА АНАЛИЗАТОРОВ ""ЧАРОИТ"" И РУЧНОЙ ПОСТАНОВКИ"
01.02.10.43.02.02.07,ПАПИЛЛОМАВИРУСНЫЕ ИНФЕКЦИИ МЕТОДОМ ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ ДЛЯ РОТОРНОГО ТИПА
01.02.10.43.02.02.08,ПРИРОДНООЧАГОВЫЕ ИНФЕКЦИИ МЕТОДОМ ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ ДЛЯ РОТОРНОГО ТИПА
01.02.10.43.02.02.09,РЕСПИРАТОРНЫЕ ИНФЕКЦИИ МЕТОДОМ ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ ДЛЯ РОТОРНОГО ТИПА
01.02.10.43.02.02.10,TORCH И ГЕРПЕСВИРУСНЫЕ ИНФЕКЦИИ МЕТОДОМ ПОЛИМЕРАЗНОЙ ЦЕПНОЙ РЕАКЦИИ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ ДЛЯ РОТОРНОГО ТИПА
01.02.10.43.02.03,ПОЛИМЕРАЗНАЯ ЦЕПНАЯ РЕАКЦИЯ (ПЦР) В РЕЖИМЕ РЕАЛЬНОГО ВРЕМЕНИ ДЛЯ ПЛАНШЕТНОГО И РОТОРНОГО ТИПОВ
